id,bert_sentence,t5_sentence,target,label
3315,Autoantibodies to neuronal antigens in children with new-onset seizures classified according to the revised ILAE organization of seizures and epilepsies.,Autoantibodies to neuronal antigens in children with new-onset seizures classified according to the revised ILAE organization of seizures and epilepsies.,not funny,0
1096,Bust Size and Hitchhiking: A Field Study.,Bust Size and Hitchhiking: A Field Study.,funny,1
1140,Eye Fixations Indicate Men's Preference for Female Breasts or Buttocks,Eye Fixations Indicate Men's Preference for Female Breasts or Buttocks,funny,1
1837,Effects of P-fertilization and inoculation by two vesicular-arbuscular mycorrhizal fungi on growth and nodulation ofCalopogonium caeruleum,Effects of P-fertilization and inoculation by two vesicular-arbuscular mycorrhizal fungi on growth and nodulation ofCalopogonium caeruleum,not funny,0
481,Classical music and the teeth.,Classical music and the teeth.,funny,1
497,Free range chicken soup.,Free range chicken soup.,funny,1
1531,It is safe for us to go to heaven,It is safe for us to go to heaven,funny,1
454,How to get a really bad x-ray report.,How to get a really bad x-ray report.,funny,1
1928,Fatty acid and volatile oil composition of different coriander (Coriandrum sativum) registered varieties cultivated in Turkey,Fatty acid and volatile oil composition of different coriander (Coriandrum sativum) registered varieties cultivated in Turkey,not funny,0
749,"I, zombie","I, zombie",funny,1
3410,"New microsatellite loci for the threatened eastern hog-nosed snake (Heterodon platirhinos) in Ontario, Canada","New microsatellite loci for the threatened eastern hog-nosed snake (Heterodon platirhinos) in Ontario, Canada",not funny,0
2624,A B-cell receptor-related gene signature predicts survival in mantle cell lymphoma: results from the Fondazione Italiana Linfomi MCL-0208 trial,A B-cell receptor-related gene signature predicts survival in mantle cell lymphoma: results from the Fondazione Italiana Linfomi MCL-0208 trial,not funny,0
3343,Peptidergic input to immunohistochemically-identified Renshaw cells,Peptidergic input to immunohistochemically-identified Renshaw cells,not funny,0
2900,Motor adaptation to a small force field superimposed on a large background force,Motor adaptation to a small force field superimposed on a large background force,not funny,0
2058,High-Efficiency Silicon-Embedded Coreless Coupled Inductors for Power Supply on Chip Applications,High-Efficiency Silicon-Embedded Coreless Coupled Inductors for Power Supply on Chip Applications,not funny,0
1895,Leaf spot of loquat (Eriobotrya japonica) caused by Pseudocercospora eriobotryae in Brazil,Leaf spot of loquat (Eriobotrya japonica) caused by Pseudocercospora eriobotryae in Brazil,not funny,0
827,Effects of the Selective Serotonin Reuptake Inhibitor Fluoxetine on Social Behaviors in Male and Female Prairie Voles (Microtus ochrogaster),Effects of the Selective Serotonin Reuptake Inhibitor Fluoxetine on Social Behaviors in Male and Female Prairie Voles (Microtus ochrogaster),funny,1
31,The Role of Armadillos in the Movement of Archaeological Materials: An Experimental Approach,The Role of Armadillos in the Movement of Archaeological Materials: An Experimental Approach,funny,1
2907,A multimodal brain imaging study of repetition suppression in the human visual cortex,A multimodal brain imaging study of repetition suppression in the human visual cortex,not funny,0
1881,Introduction to the second special issue in commemoration of Olaf Breidbach,Introduction to the second special issue in commemoration of Olaf Breidbach,not funny,0
3316,"Chewing gum moderates multi-task induced shifts in stress, mood, and alertness. A re-examination","Chewing gum moderates multi-task induced shifts in stress, mood, and alertness. A re-examination",not funny,0
3291,Intractable Occipital Neuralgia Caused by an Entrapment in the Semispinalis Capitis,Intractable Occipital Neuralgia Caused by an Entrapment in the Semispinalis Capitis,not funny,0
1573,"How Hello Kitty Commodifies the Cute, Cool, and Camp: ""Consumutopia"" Versus ""Control"" in Japan.","How Hello Kitty Commodifies the Cute, Cool, and Camp: ""Consumutopia"" Versus ""Control"" in Japan.",funny,1
2521,Detection of posterior pelvic injuries in fractures of the pubic rami but only posterior fixation is not always enough,Detection of posterior pelvic injuries in fractures of the pubic rami but only posterior fixation is not always enough,not funny,0
2699,Unsupervised kernel least mean square algorithm for solving ordinary differential equations,Unsupervised kernel least mean square algorithm for solving ordinary differential equations,not funny,0
2789,Congenital Myasthenic Syndromes,Congenital Myasthenic Syndromes,not funny,0
2267,Adsorbents for extractive bioconversion applied to the acetone-butanol fermentation,Adsorbents for extractive bioconversion applied to the acetone-butanol fermentation,not funny,0
3120,"Knowing Your Lines but Missing Your Cue: Rostral Prefrontal Lesions Impair Prospective Memory Cue Detection, but Not Action-intention Superiority","Knowing Your Lines but Missing Your Cue: Rostral Prefrontal Lesions Impair Prospective Memory Cue Detection, but Not Action-intention Superiority",not funny,0
2067,An Analytical Method to Determine Small-Signal Model Parameters for Vertical-Cavity Surface Emitting Lasers,An Analytical Method to Determine Small-Signal Model Parameters for Vertical-Cavity Surface Emitting Lasers,not funny,0
2569,Grundlagen und Praxis digitaler Foto- und Videodokumentation Teil 2,Grundlagen und Praxis digitaler Foto- und Videodokumentation Teil 2,not funny,0
939,Interspecies sexual behaviour between a male Japanese macaque and female sika deer.,Interspecies sexual behaviour between a male Japanese macaque and female sika deer.,funny,1
3218,"A rapid fMRI task battery for mapping of visual, motor, cognitive, and emotional function","A rapid fMRI task battery for mapping of visual, motor, cognitive, and emotional function",not funny,0
639,The Effects of Discotheque Dancing on Selected Physiological and Psychological Parameters of College Students.,The Effects of Discotheque Dancing on Selected Physiological and Psychological Parameters of College Students.,funny,1
1607,Nail Growth. Thirty-Five Years of Observation.,Nail Growth. Thirty-Five Years of Observation.,funny,1
2359,Preferable use of intravitreal bevacizumab as a pretreatment of vitrectomy for severe proliferative diabetic retinopathy,Preferable use of intravitreal bevacizumab as a pretreatment of vitrectomy for severe proliferative diabetic retinopathy,not funny,0
3334,Reach-to-grasp movement as a minimization process,Reach-to-grasp movement as a minimization process,not funny,0
984,Bad Popcorn in Big Buckets: Portion Size Can Influence Intake as Much as Taste.,Bad Popcorn in Big Buckets: Portion Size Can Influence Intake as Much as Taste.,funny,1
3160,Overreactive brain responses to sensory stimuli in youth with autism spectrum disorders.,Overreactive brain responses to sensory stimuli in youth with autism spectrum disorders.,not funny,0
2086,Transport Capacity Analysis of Wireless In-Band Full Duplex Ad Hoc Networks,Transport Capacity Analysis of Wireless In-Band Full Duplex Ad Hoc Networks,not funny,0
683,Green Eggs and Ham.,Green Eggs and Ham.,funny,1
1474,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,Attractiveness and relationship longevity: Beauty is not what it is cracked up to be,funny,1
253,Prospective Adventures in Accounting Ideas,Prospective Adventures in Accounting Ideas,funny,1
2717,Stereopsis with persisting and dynamic textures,Stereopsis with persisting and dynamic textures,not funny,0
2256,Pancreaticobiliary Maljunctions in European Patients with Bile Duct Cysts,Pancreaticobiliary Maljunctions in European Patients with Bile Duct Cysts,not funny,0
2723,Post-mortem inference of the human hippocampal connectivity and microstructure using ultra-high field diffusion MRI at 11.7 T,Post-mortem inference of the human hippocampal connectivity and microstructure using ultra-high field diffusion MRI at 11.7 T,not funny,0
3393,Anesthesia for Electroconvulsive Therapy: Time for a Review?,Anesthesia for Electroconvulsive Therapy: Time for a Review?,not funny,0
1846,"Pelagic fish distribution and ontogenetic vertical migration in common mesopelagic species off Lützow-Holm Bay (Indian Ocean sector, Southern Ocean) during austral summer","Pelagic fish distribution and ontogenetic vertical migration in common mesopelagic species off Lützow-Holm Bay (Indian Ocean sector, Southern Ocean) during austral summer",not funny,0
941,Identification of the characteristics that drive consumer liking of butter.,Identification of the characteristics that drive consumer liking of butter.,funny,1
1506,The uses of hopelessness,The uses of hopelessness,funny,1
2005,On performance evaluation of hybrid decode-amplify-forward relaying protocol with partial relay selection in underlay cognitive networks,On performance evaluation of hybrid decode-amplify-forward relaying protocol with partial relay selection in underlay cognitive networks,not funny,0
3274,Novel Types of Frontotemporal Lobar Degeneration: Beyond Tau and TDP-43,Novel Types of Frontotemporal Lobar Degeneration: Beyond Tau and TDP-43,not funny,0
219,Which feels heavier - a pound of lead or a pound of feathers?,Which feels heavier - a pound of lead or a pound of feathers?,funny,1
2640,Aortic stiffness is an independent predictor of progression to hypertension in nonhypertensive subjects.,Aortic stiffness is an independent predictor of progression to hypertension in nonhypertensive subjects.,not funny,0
2919,Acute administration of cocaine reduces metabotropic glutamate receptor 8 protein expression in the rat striatum in vivo,Acute administration of cocaine reduces metabotropic glutamate receptor 8 protein expression in the rat striatum in vivo,not funny,0
2110,Design of Prunable Interleavers for Parallel Turbo Decoder Architectures,Design of Prunable Interleavers for Parallel Turbo Decoder Architectures,not funny,0
464,"Bach, but not heavy metal is good for heart patients","Bach, but not heavy metal is good for heart patients",funny,1
3156,Meta-analysis of associations between tumor necrosis factor-α polymorphisms and schizophrenia susceptibility,Meta-analysis of associations between tumor necrosis factor-α polymorphisms and schizophrenia susceptibility,not funny,0
