text,label,id
"Sticks and Stones may break my bones, but so would an 80lbs. carrot.
",1,4917
"If things appear to be going better, you have overlooked something.
",1,12366
"N.Y. City official urges city to sue tobacco firms.
",0,27572
"First Team Sports hurt by weaker outlook.
",0,29398
"If you think you're fat, you probably are. Don't ask us.
",1,10287
"Italian shares close slightly higher in thin trade.
",0,31711
"One-day strike at Gecamines plant did not spread.
",0,25736
"Let the blood be ever so thin, it is always thicker than water.
",0,27093
"The tiger that has once tasted blood is never sated with the taste of it.
",0,22475
"Your analyst has you confused with another patient.
",1,15663
"Medtronic acquires Sensors product line.
",0,21381
"You may think you can fool all the people all the time, but you can't fool Mom.
",1,14053
"Good taste is boundless, while bad taste knows no bounds.
",1,7170
"Cleaning your house while your kids are at home is like trying to shovel the driveway during a snowstorm.
",1,12806
"I took the paper from him.
",0,28233
"Mosquito: an insect that makes you like flies better.
",1,15738
"The rhetoric of the rallies had a kind of doom about them.
",0,23093
"You feel like the morning after, and you haven't been anywhere.
",1,7540
"Nigerian share index higher in brisk trade.
",0,28236
"A good sense of humor will get you through most problems in life (unfortunately, mostly in retrospect) .
",1,12362
"Lebanon awards $102 mln port deal to Spanish firm.
",0,24764
"The only sour note was the electrified fence that marked the forbidden border zone.
",0,23718
"Win some, lose some. Great - when do I start winning.
",1,13835
"Much bruit, little fruit.
",0,30880
"The propriety of this depends on how inclusively or exclusively magisterium is being used.
",0,22689
"Life - brief interlude between nothingness and eternity.
",1,6157
"Never put off till tomorrow what you can avoid all together.
",1,845
"It is time enough to take off your hat when you see the man.
",0,27743
"Women with PMS  24 ... Why 24? ... It just does, dammit!!
",1,8182
"The longer the title, the less important the job.
",1,6107
"Blue Fish Clothing Q2 shr $0.02 vs $0.01.
",0,23505
"They have no idea who J.R. is and, thus, do not know or care who shot him.
",1,14572
"What happens when a flying witch breaks the sound barrier?
",1,4561
"Indonesian soldiers clash with Irian kidnappers.
",0,20962
"A vibration is a motion that cannot make up its mind which way it wants to go.
",1,2560
"There was a row among the oarsmen about how to row.
",1,7161
"Tubbs and Lewis ran the mill for some time but finally ceased production there.
",0,18521
"Visit your money this year - vacation in Washington, D.C.
",1,4284
"After Cambrai, the corner had been turned and now there was no going back.
",0,22144
"Bitter pills may have wholesome effects.
",0,22960
"A jackdaw among the muses.
",0,16209
"Why do women wear evening gowns to nightclubs? Shouldn't they be wearing night gowns?
",1,12181
"Every sheet has parted. [Every hope has vanished.]
",0,28364
"Hungary 6-mo bill yield eases to 23.53 percent.
",0,27081
"One has to match the two and use active and passive immunisation when necessary.
",0,23440
"He who knows all the answers never gets asked the questions.
",1,6607
"Word by word the big books are made.
",0,21970
"""All freight lightens,"" said the skipper, when he threw his wife overboard.
",0,21438
"The bigger they are, the harder they fall. Also the harder they punch, kick and choke.
",1,5133
"Make hay when the sun shines.
",0,22066
"Definition of an Upgrade: Take old bugs out, put new ones in.
",1,690
"Female Applicants must be childless, (and end up remaining that way).
",1,14739
"AdvTech buys college for 6.1 million rand.
",0,16656
"Our own house surpasses every other.
",0,17640
"See Naples and then die.
",0,30647
"ROMANIA HOPES GOOD 1997 WHEAT CROP, SEES EXPORT.
",0,20145
"They were born the year that Sony introduced the Walkman.
",1,8158
"The Weakest Link: Which calendar month is named after the first Roman Emperor, Caesar Augustus ?
",1,15104
"Deciding it must be true, the second man jumps out and plummets to his death.
",1,1242
"You know that dust-off is not a miraculous cleaning solvent.
",1,12123
"If rabbits' feet are so lucky, then what happened to the rabbit?
",1,4350
"A couple drove several miles down a country road, not saying a word.
",1,3093
"Not Are you using a funeral director?
",0,19937
"Before the officer had a chance to ask any questions, the lawyer started screaming hysterically.
",1,6926
"Believe what you see and lay aside what you hear.
",0,26965
"Duncan - hopeless ski bum, brains shot away long ago.
",1,5270
"Ready to Check Out? Click View Cart Above, review, then hit Check Out!
",1,12136
"I figure I'm pretty good with the bullshit but I love listening to an expert. Keep talking.
",1,9927
"It will reportedly become part of Project DOE.
",0,21455
"Machinery never breaks down when you don't really need it.
",1,10157
"It is easy to have a balanced personality. Just forget your troubles as easily as you do your blessings.
",1,14562
"If stupidity had survival value he would live forever.
",1,3526
"Karbovanets unchanged at 176,100 to dlr in Kiev.
",0,29096
"Forest prevailed after extra time on the away-goals rule.
",0,28953
"Tomorrow in advertising and public relations
",0,17654
"Don[singlequote]t get lost in the shuffle, shuffle along with the lost.
",1,15712
"An honest politician is one who, when bought, stays bought.
",1,8213
"You will never be promoted until you become over-qualified for your present position.
",1,3610
"What the large print giveth, the small print taketh away.
",1,5551
"The only thing necessary for the triumph of evil is for good men to do nothing.
",1,15411
"Konica says 6-mth current prft at least 5 bln yen.
",0,19414
"Sex is the most fun you can have without laughing.
",1,916
"He also worked for several years with the Lutheran World Federation.
",0,26379
"Nittoh Bion -95/96 parent results.
",0,19727
"He didn't get any of her money if she died before they were married.
",0,21049
"Can I just write that yeah, you're not just gonna take that down?
",0,24894
"Dead mice feel no cold.
",0,28132
"She got a mudpack and looked great for two days. Then the mud fell off.
",1,10645
"You wonder if brewing is *really* a necessary step for the consumption of coffee.
",1,8759
"RUGBY LEAGUE-AUSTRALIAN RUGBY LEAGUE RESULTS/STANDINGS.
",0,23422
"Timmy tearfully, and I've just buried him. The neighbor was concerned.
",1,10397
"The more delicious the food is, the more cholesterol it contains.
",1,641
"Sticks and stones may break my bones, but so will a dictionary.
",1,6660
"Some will have a clear career path, other will just be seeking education.
",0,28896
"Ah well, strange world, says the string, and goes back to his seat with his drinks.
",1,1096
"I also agree and have nothing further to add.
",0,31634
"LAW 7: No matter how bad your last shot was, the worst is yet to come.
",1,11696
"A toilet was stolen. The police couldn't find any evidence. They had nothing to go on.
",1,14805
"Eye of newt, toe of frog, and a side of fries, please.
",1,2175
"If you love what you do you'll never work another day in your life.
",1,15690
"I've never seen private greed translate to public benefit ever.
",0,31140
"He waved a fork at her.
",0,22740
"I flew on an airplane, the food was fit for a king. Here, King!
",1,11123
"SOCCER-ENGLISH FIRST DIVISION RESULTS.
",0,19124
"Why is it that two wrongs don't make a right but three rights make a left?
",1,3169
"All Polish min T-bill prices rise at tender.
",0,20364
"Hey! What you readin' for?? Is that not the weirdest question ever???
",1,4861
"Tax is a minefield for the unwary.
",0,19111
"No experiment is ever a complete failure - it can always serve a negative example.
",1,1781
"Except for the night, we could never know the stars.
",0,19848
"Filipino Fund plans NASDAQ listing.
",0,22925
"A full vessel must be carried carefully.
",0,29080
"Twenty eighth of October and the annual general meeting on the second of December.
",0,20506
"He knew a lot about railroads, but he had taken a lot of training.
",1,9997
"I shall argue that it is their particular use of rhetoric that permits this.
",0,24804
"Hey, 5 beers has just as many calories as a burger, screw dinner!
",1,11552
"I LOVE MARGARET HOLMES - Good Lord, Watson, so do I!
",1,7325
"Fine words don't fill the belly.
",0,16479
"You are an example of why some animals eat their young.
",1,14710
"Know why it takes over two million sperm to fertilize one egg?
",1,15895
"Art is making something out of nothing and selling it.
",1,10977
"We've got enough troubles of our own in Calleshire.
",0,21740
"XI and has also represented Inner London County S.F.A.
",0,18711
"My wife wasn't sure and said, What again, so I repeated the gestures.
",1,4402
"The 2 English men are waiting for someone to introduce them to the English woman.
",1,12753
"Laugh The Whole World Laughs With You, Cry You Have To Blow Your Nose.
",1,6465
"Remember when the air was clean and sex was dirty?
",1,4595
"A broken sleeve holdeth the arm back.
",0,30962
"FEATURE - Debt deals tie Peru to lofty payments.
",0,28249
"I thought they might be some good to us.
",0,20603
"If you don't like the way I'm driving, YOU come get these handcuffs off!
",1,3014
"Your'e on a game show and decide to risk it all and go for the rocker.
",1,12041
"He would paint flames; and she would paint fire in a brazier.
",0,28330
"If you put nothing into your purse, you can take nothing out.
",0,30697
"BULGARIA TO SEEK EXTRADITION OF SUSPECTED EMBEZZLER.
",0,25550
"The seeker is the finder.
",0,27248
"She has written recently of the current situation in Zaire.
",0,18242
"London shares hit high after German rate cut.
",0,19803
"What does it mean when the flag at the Post Office is flying at half mast? They're hiring.
",1,13723
"No portion of the content of this site can be copied without prior permission from Persepolis.com.
",1,6614
"I detest life-insurance agents; they always argue that I shall some day die, which is not so.
",1,6002
"Where the hedge is low every one will cross it.
",0,20260
"Heroes have an infinite capacity for stupidity. Thus are legends born.
",1,7913
"Exceptionals seen boosting HK's CITIC Pacific.
",0,30000
"If at first you don't succeed, blame it on your supervisor.
",1,10642
"When fastening down something held by several screws, don't tighten any of them until they're all in place.
",1,5153
"Computers make very fast, very accurate mistakes.
",1,5883
"Virtual Christian Center - Funny Pages - Did You Ever Wonder?
",1,12885
"And it's the only performance in the area.
",0,26835
"I'm young enough to know better but old enough not to give a damn!
",1,8082
"Babies are born without knee caps. They don't appear until the child reaches 2 to 6 years of age.
",1,5864
"I've been on so many blind dates, I should get a free dog.
",1,7036
"PRESS DIGEST - CENTRAL/EAST EUROPE - AUG 26.
",0,23791
"He who promises incurs a debt.
",0,20934
